frame_id,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
0,0.4882356524467468,0.14257758855819702,-0.37059706449508667,0.9999963045120239,0.5028073787689209,0.12908382713794708,-0.323109894990921,0.9999977350234985,0.5117307901382446,0.12950006127357483,-0.3231923580169678,0.9999967813491821,0.518024206161499,0.1298978328704834,-0.3231968283653259,0.999997615814209,0.47628113627433777,0.12765391170978546,-0.33174240589141846,0.9999961853027344,0.46709930896759033,0.12711916863918304,-0.331668496131897,0.9999947547912598,0.458696573972702,0.12662513554096222,-0.33158570528030396,0.9999949932098389,0.5230907201766968,0.1365032196044922,-0.051418203860521317,0.999995231628418,0.4442988932132721,0.1329527348279953,-0.09449893236160278,0.999993085861206,0.5024775862693787,0.15890827775001526,-0.27194491028785706,0.9999933242797852,0.46939003467559814,0.1578669250011444,-0.28470557928085327,0.9999923706054688,0.5662368535995483,0.22490926086902618,-0.03414708375930786,0.999466598033905,0.3772526979446411,0.22223308682441711,-0.17857567965984344,0.9995444416999817,0.63564532995224,0.22156627476215363,-0.6949496269226074,0.9379504919052124,0.3690386414527893,0.22456958889961243,-0.859071671962738,0.9864024519920349,0.6925289630889893,0.18199770152568817,-1.3327922821044922,0.9763984084129333,0.4168706238269806,0.17463265359401703,-1.391555905342102,0.9824112057685852,0.7097374200820923,0.16654281318187714,-1.469660997390747,0.9631034731864929,0.43823063373565674,0.15628288686275482,-1.5137028694152832,0.968141496181488,0.7008575201034546,0.1608438938856125,-1.4630937576293945,0.9621418714523315,0.44485095143318176,0.15294398367404938,-1.4814858436584473,0.9657922983169556,0.6916685700416565,0.16657929122447968,-1.3534001111984253,0.9587846398353577,0.4398863613605499,0.16026011109352112,-1.3976079225540161,0.959089994430542,0.5259454250335693,0.4390093684196472,0.04080381244421005,0.9998094439506531,0.3940263092517853,0.4390130043029785,-0.040961671620607376,0.9998243451118469,0.5817906856536865,0.5903344750404358,0.018615448847413063,0.9727585911750793,0.34971535205841064,0.5886114239692688,-0.06016545370221138,0.9950671195983887,0.6054721474647522,0.7387696504592896,0.16055214405059814,0.9714685678482056,0.31224706768989563,0.7400828003883362,0.06968074291944504,0.9898256659507751,0.5841196179389954,0.7620319724082947,0.15830256044864655,0.8751475811004639,0.3160923421382904,0.7568740248680115,0.06561371684074402,0.8084126710891724,0.6646263003349304,0.784503698348999,-0.08568624407052994,0.9612247943878174,0.3001354932785034,0.7882992625236511,-0.20764490962028503,0.9755573868751526
1,0.4875090420246124,0.1425778865814209,-0.42862772941589355,0.9999961256980896,0.5022892951965332,0.12916569411754608,-0.38076603412628174,0.999997615814209,0.5103726983070374,0.12958450615406036,-0.38087767362594604,0.9999966025352478,0.5174156427383423,0.12999790906906128,-0.3809138834476471,0.9999974966049194,0.4757835268974304,0.12773147225379944,-0.389580100774765,0.9999960064888,0.4661712646484375,0.12719008326530457,-0.3895053565502167,0.9999944567680359,0.4575130045413971,0.12670394778251648,-0.3893827199935913,0.999994695186615,0.5226631760597229,0.13657990097999573,-0.09949623048305511,0.9999951124191284,0.44221997261047363,0.13304002583026886,-0.14203467965126038,0.9999927282333374,0.5007784962654114,0.15891167521476746,-0.32610079646110535,0.9999932050704956,0.46688011288642883,0.15785522758960724,-0.33866092562675476,0.9999920725822449,0.5655602216720581,0.2252807915210724,-0.0806531012058258,0.9994441270828247,0.3750414550304413,0.22444741427898407,-0.21628129482269287,0.9995126724243164,0.6365230679512024,0.22135916352272034,-0.7748173475265503,0.9377952814102173,0.3690420687198639,0.22613079845905304,-0.933319628238678,0.9841634631156921,0.6924968957901001,0.18357405066490173,-1.4466569423675537,0.9753969311714172,0.4064635932445526,0.18322500586509705,-1.5271309614181519,0.9801228046417236,0.7095618844032288,0.16798719763755798,-1.5893288850784302,0.9620721936225891,0.4239220917224884,0.16400328278541565,-1.6624869108200073,0.9654578566551208,0.700694739818573,0.16205276548862457,-1.5843614339828491,0.9611604809761047,0.427686870098114,0.16098299622535706,-1.6350579261779785,0.9630935192108154,0.6916667819023132,0.16781063377857208,-1.4693539142608643,0.9577265381813049,0.42391398549079895,0.1687932312488556,-1.538398265838623,0.9559064507484436,0.5249663591384888,0.4395534098148346,0.042409248650074005,0.9998030662536621,0.39287620782852173,0.4398740828037262,-0.042622823268175125,0.9998167753219604,0.581684410572052,0.5902347564697266,0.04007086902856827,0.9730172157287598,0.3484140634536743,0.5915305614471436,-0.06657373905181885,0.995050847530365,0.6057512760162354,0.7390360236167908,0.24066665768623352,0.9716894030570984,0.3111245930194855,0.7407999634742737,0.09744556993246078,0.9898777604103088,0.5841529965400696,0.7617408037185669,0.24325580894947052,0.8739101886749268,0.31476879119873047,0.7571247816085815,0.09836864471435547,0.8062872290611267,0.6631971597671509,0.7853212356567383,-0.012345411814749241,0.9612740874290466,0.29845741391181946,0.7913659811019897,-0.19014360010623932,0.9755514860153198
2,0.48749810457229614,0.14302796125411987,-0.43740591406822205,0.9999961256980896,0.5022258758544922,0.12984320521354675,-0.3891471326351166,0.999997615814209,0.5100275874137878,0.13026051223278046,-0.38926807045936584,0.9999966025352478,0.5172982811927795,0.13069938123226166,-0.38930022716522217,0.9999974966049194,0.4757798910140991,0.1283295899629593,-0.4017625153064728,0.9999960064888,0.4660399258136749,0.12774518132209778,-0.4016905128955841,0.9999945163726807,0.45716938376426697,0.1272091418504715,-0.40155312418937683,0.999994695186615,0.5223439931869507,0.1371305286884308,-0.1033690869808197,0.999995231628418,0.4411885440349579,0.13329635560512543,-0.16378532350063324,0.999992847442627,0.5003520250320435,0.15917231142520905,-0.33309027552604675,0.9999933838844299,0.46616071462631226,0.15803943574428558,-0.35057196021080017,0.9999921917915344,0.564619779586792,0.22551783919334412,-0.07381664216518402,0.9994293451309204,0.37477442622184753,0.22530660033226013,-0.25158852338790894,0.999501645565033,0.6365121603012085,0.22156822681427002,-0.7586057186126709,0.9351667761802673,0.3719587028026581,0.2263372242450714,-0.9761765599250793,0.983067512512207,0.6926965713500977,0.1847534477710724,-1.4366182088851929,0.9736098647117615,0.4060673713684082,0.18353277444839478,-1.5503910779953003,0.9786237478256226,0.710015594959259,0.16871318221092224,-1.5789012908935547,0.9601402282714844,0.42381566762924194,0.16384844481945038,-1.6824227571487427,0.9637371301651001,0.701078474521637,0.1627328246831894,-1.5742664337158203,0.9593127965927124,0.42688316106796265,0.16177892684936523,-1.6552366018295288,0.9613714218139648,0.6923505067825317,0.16846436262130737,-1.4600348472595215,0.9558887481689453,0.4226594567298889,0.17068389058113098,-1.5609784126281738,0.9539148807525635,0.5249006748199463,0.4405108094215393,0.05476021766662598,0.9997979402542114,0.3930058777332306,0.44036006927490234,-0.05496777966618538,0.9998124837875366,0.5810585618019104,0.5902360677719116,0.07046680897474289,0.9725812673568726,0.348085880279541,0.5939654111862183,-0.07104318588972092,0.9950830936431885,0.6059483885765076,0.7393211126327515,0.25462982058525085,0.9718469381332397,0.31084921956062317,0.7408171892166138,0.09328050911426544,0.9899927973747253,0.5841600894927979,0.7616491913795471,0.25572025775909424,0.8762054443359375,0.3134142756462097,0.757089376449585,0.09313410520553589,0.8066830635070801,0.6627394556999207,0.7859728336334229,0.013474319130182266,0.9613416194915771,0.2985122799873352,0.7917364239692688,-0.19150923192501068,0.9756079316139221
3,0.48753249645233154,0.14384686946868896,-0.42448174953460693,0.9999962449073792,0.5022194981575012,0.13076555728912354,-0.37784844636917114,0.9999976754188538,0.5098947882652283,0.13120263814926147,-0.3779538869857788,0.9999967217445374,0.5172528028488159,0.13170287013053894,-0.3779878318309784,0.9999975562095642,0.47594043612480164,0.1290779411792755,-0.38582518696784973,0.9999961853027344,0.4661467671394348,0.12839829921722412,-0.38575053215026855,0.9999947547912598,0.4572038948535919,0.12769684195518494,-0.3856331706047058,0.9999949336051941,0.5220260620117188,0.13795040547847748,-0.09861414134502411,0.9999954104423523,0.4412161409854889,0.1335681676864624,-0.15115751326084137,0.9999932050704956,0.5003235340118408,0.15955911576747894,-0.32408607006073,0.9999936819076538,0.46617627143859863,0.15831685066223145,-0.3358687162399292,0.9999925494194031,0.5635290145874023,0.22663311660289764,-0.038308221846818924,0.999422013759613,0.3747626543045044,0.22576837241649628,-0.24754756689071655,0.999511182308197,0.6375421285629272,0.22178331017494202,-0.6727015376091003,0.9338330030441284,0.3776102364063263,0.2252090722322464,-0.9438771605491638,0.9833526015281677,0.6934348940849304,0.1854153275489807,-1.3217068910598755,0.9722825288772583,0.4081678092479706,0.1830480396747589,-1.4792388677597046,0.9784896969795227,0.7111320495605469,0.16900989413261414,-1.4552571773529053,0.9581140875816345,0.4295656085014343,0.1629360020160675,-1.593079686164856,0.9633070230484009,0.7018306255340576,0.16332530975341797,-1.4436854124069214,0.9572967886924744,0.4339357912540436,0.16161185503005981,-1.5668150186538696,0.9608882665634155,0.6934942603111267,0.16897931694984436,-1.3414556980133057,0.9538784027099609,0.4298959970474243,0.1701936572790146,-1.4850672483444214,0.9533680081367493,0.5249583721160889,0.44147786498069763,0.06620607525110245,0.9997966885566711,0.39391589164733887,0.4415287375450134,-0.06638681143522263,0.9998137354850769,0.5813225507736206,0.5912624597549438,0.06611651927232742,0.9715457558631897,0.34804821014404297,0.5956632494926453,-0.08250973373651505,0.995129406452179,0.6067525148391724,0.7409058809280396,0.2328798919916153,0.9717816710472107,0.31082773208618164,0.741811215877533,0.06048142537474632,0.9902066588401794,0.5843971371650696,0.7628520131111145,0.232856884598732,0.879124104976654,0.31292659044265747,0.758147120475769,0.05789272487163544,0.8100377917289734,0.6631712317466736,0.7869866490364075,-0.002770446240901947,0.9614503383636475,0.29919686913490295,0.7918891906738281,-0.2233518809080124,0.9759624600410461
4,0.48888927698135376,0.1446964144706726,-0.41935887932777405,0.9999960660934448,0.5030621290206909,0.1318475902080536,-0.3724091053009033,0.999997615814209,0.5107371211051941,0.13234283030033112,-0.37252235412597656,0.9999966025352478,0.5180880427360535,0.1329554170370102,-0.3725510835647583,0.9999974370002747,0.47764548659324646,0.13012272119522095,-0.3833395540714264,0.9999960660934448,0.4675773084163666,0.1295120269060135,-0.383268266916275,0.9999945759773254,0.4580051302909851,0.12871262431144714,-0.3831646740436554,0.9999947547912598,0.5221884250640869,0.13939106464385986,-0.09737386554479599,0.9999953508377075,0.4417642056941986,0.1344306468963623,-0.15621691942214966,0.9999930262565613,0.500809371471405,0.1601703017950058,-0.3195336163043976,0.9999936819076538,0.46681833267211914,0.15878990292549133,-0.33507904410362244,0.9999924302101135,0.5636110305786133,0.2271966189146042,-0.061312586069107056,0.9994161128997803,0.3748193383216858,0.22672364115715027,-0.24171914160251617,0.9994860887527466,0.639266848564148,0.2221415787935257,-0.6811367273330688,0.9337229132652283,0.3830050528049469,0.2252049446105957,-0.931150496006012,0.9825347065925598,0.6945860385894775,0.1875498741865158,-1.330016016960144,0.9709627032279968,0.41054055094718933,0.18294790387153625,-1.4733079671859741,0.9770368337631226,0.7127721309661865,0.17092637717723846,-1.463815689086914,0.9561627507209778,0.43269750475883484,0.16156357526779175,-1.5921776294708252,0.9611226916313171,0.7033786177635193,0.16529987752437592,-1.453603744506836,0.9553617835044861,0.43744415044784546,0.16081832349300385,-1.561396598815918,0.9586138725280762,0.6950644254684448,0.17081741988658905,-1.3496878147125244,0.9518515467643738,0.4339897632598877,0.16935543715953827,-1.477290153503418,0.9508243203163147,0.5254017114639282,0.4421619474887848,0.06075716018676758,0.9997866749763489,0.39558058977127075,0.4424580931663513,-0.06093188375234604,0.9998049736022949,0.5817385911941528,0.5917786359786987,0.061942026019096375,0.9718597531318665,0.3481672406196594,0.5965794324874878,-0.08224058896303177,0.9951024055480957,0.6094294786453247,0.7419822216033936,0.22207406163215637,0.9722853302955627,0.31150293350219727,0.7426533102989197,0.06193837150931358,0.9902210831642151,0.5870522260665894,0.763583779335022,0.22157928347587585,0.8797110319137573,0.3144383728504181,0.7596067786216736,0.059767600148916245,0.809645414352417,0.6631749868392944,0.788099467754364,-0.01524715032428503,0.9617975950241089,0.2998444736003876,0.7933415770530701,-0.22103004157543182,0.9758491516113281
5,0.4917293190956116,0.1469072699546814,-0.42311328649520874,0.9999961853027344,0.5051382780075073,0.1336788386106491,-0.3758395314216614,0.9999976754188538,0.5127751231193542,0.1342339664697647,-0.3759464621543884,0.9999967217445374,0.5196398496627808,0.13490095734596252,-0.375977098941803,0.9999974966049194,0.48048946261405945,0.13176743686199188,-0.3899568021297455,0.9999961853027344,0.4701443016529083,0.13109128177165985,-0.38988301157951355,0.9999947547912598,0.4599005877971649,0.13024142384529114,-0.38974177837371826,0.9999949336051941,0.5227596759796143,0.14081645011901855,-0.09601160883903503,0.9999955296516418,0.44308462738990784,0.13548652827739716,-0.16363145411014557,0.9999933242797852,0.5025470852851868,0.1620270013809204,-0.3203941881656647,0.9999939799308777,0.4693194627761841,0.16046886146068573,-0.3395040035247803,0.9999927282333374,0.5639944076538086,0.22735698521137238,-0.062296681106090546,0.9994304776191711,0.3748461902141571,0.2273886501789093,-0.24566560983657837,0.9994933009147644,0.6423171758651733,0.22231009602546692,-0.7142230272293091,0.9342811107635498,0.38256776332855225,0.2263200730085373,-0.9527441263198853,0.983047604560852,0.6975111961364746,0.18752768635749817,-1.390273928642273,0.9708719253540039,0.41090714931488037,0.18272843956947327,-1.5038007497787476,0.9776933789253235,0.7166031002998352,0.17104725539684296,-1.5312936305999756,0.956070601940155,0.43281206488609314,0.1617414653301239,-1.6312865018844604,0.9621186852455139,0.7054359912872314,0.16563962399959564,-1.5218594074249268,0.9552993774414062,0.43749749660491943,0.16091370582580566,-1.6019575595855713,0.959707498550415,0.6966438293457031,0.17120735347270966,-1.4118471145629883,0.9517219662666321,0.4340365529060364,0.1695607602596283,-1.5114456415176392,0.9519991278648376,0.5263473391532898,0.4425421357154846,0.05824347957968712,0.9997873306274414,0.39676204323768616,0.44344598054885864,-0.058432843536138535,0.9998036623001099,0.582839846611023,0.5917680859565735,0.04938368871808052,0.9723254442214966,0.3487606346607208,0.5981124639511108,-0.0814315602183342,0.9950569868087769,0.6111516952514648,0.7431747913360596,0.2144080251455307,0.9724490642547607,0.31328141689300537,0.7443716526031494,0.0628078356385231,0.9900987148284912,0.5888296961784363,0.7646902799606323,0.21382862329483032,0.8769547939300537,0.31832677125930786,0.7617432475090027,0.06074089929461479,0.8060719966888428,0.6631840467453003,0.7893446683883667,-0.041970834136009216,0.9618717432022095,0.3000960350036621,0.794045090675354,-0.21876737475395203,0.975645899772644
6,0.4924866557121277,0.14792220294475555,-0.4025844633579254,0.9999962449073792,0.5055602788925171,0.13449403643608093,-0.3563000559806824,0.9999977350234985,0.5132490992546082,0.13502100110054016,-0.35640254616737366,0.9999967813491821,0.5201153755187988,0.13566914200782776,-0.35642653703689575,0.9999975562095642,0.4813261330127716,0.13256438076496124,-0.37048500776290894,0.9999962449073792,0.4709022641181946,0.13187631964683533,-0.3704254627227783,0.9999948740005493,0.46039941906929016,0.1309559941291809,-0.37028902769088745,0.9999950528144836,0.5230022668838501,0.1414700150489807,-0.0854797437787056,0.9999956488609314,0.44337671995162964,0.1359742134809494,-0.1537674367427826,0.9999935030937195,0.5029862523078918,0.16295388340950012,-0.30311721563339233,0.999994158744812,0.4699542224407196,0.16143740713596344,-0.3221719563007355,0.9999929666519165,0.564953625202179,0.22748391330242157,-0.055344972759485245,0.9994322657585144,0.3750174343585968,0.22798117995262146,-0.2184620052576065,0.999492883682251,0.6427281498908997,0.22279520332813263,-0.6903781294822693,0.9349321722984314,0.38097113370895386,0.227818563580513,-0.8721761107444763,0.983460545539856,0.6993112564086914,0.18757590651512146,-1.3322046995162964,0.9704787135124207,0.41073867678642273,0.1826963722705841,-1.3855113983154297,0.978355348110199,0.7188379168510437,0.1712314486503601,-1.4655722379684448,0.9552179574966431,0.4308703541755676,0.16174444556236267,-1.5053819417953491,0.962994396686554,0.7062453627586365,0.1660432666540146,-1.4538730382919312,0.9544022083282471,0.43672454357147217,0.16069544851779938,-1.4781224727630615,0.9606680870056152,0.697209358215332,0.17162731289863586,-1.3513957262039185,0.9508578181266785,0.4331972002983093,0.1694689244031906,-1.3929837942123413,0.9530954360961914,0.5279111862182617,0.4428195059299469,0.04361389949917793,0.9997836947441101,0.39764654636383057,0.44433242082595825,-0.043797146528959274,0.9997972846031189,0.5835767984390259,0.5922869443893433,0.013388476334512234,0.9729536771774292,0.3502272367477417,0.5988962054252625,-0.07405871152877808,0.9949415922164917,0.6122285723686218,0.7441332340240479,0.17113390564918518,0.9726251363754272,0.3168047368526459,0.74574875831604,0.06415111571550369,0.989738404750824,0.5902764201164246,0.7654300332069397,0.17028258740901947,0.8728979229927063,0.3240360617637634,0.7633845210075378,0.06192677468061447,0.8006284832954407,0.6628276109695435,0.7897784113883972,-0.09087976813316345,0.9619008302688599,0.30447977781295776,0.7952474355697632,-0.21783387660980225,0.9750215411186218
7,0.4938736855983734,0.14788341522216797,-0.4046376049518585,0.9999962449073792,0.5068359971046448,0.13450315594673157,-0.3575054109096527,0.9999977350234985,0.5145050287246704,0.13501876592636108,-0.35761821269989014,0.9999967217445374,0.5210504531860352,0.13565008342266083,-0.35764801502227783,0.9999975562095642,0.4825828969478607,0.1325981318950653,-0.3724067211151123,0.9999962449073792,0.4720402956008911,0.13191646337509155,-0.3723392188549042,0.9999948143959045,0.4612500071525574,0.13100376725196838,-0.37220773100852966,0.9999950528144836,0.5232546925544739,0.14144229888916016,-0.08492372930049896,0.9999957084655762,0.44407573342323303,0.13606907427310944,-0.15408645570278168,0.9999935030937195,0.5039281845092773,0.1629246175289154,-0.3046480715274811,0.9999942183494568,0.47108185291290283,0.16145002841949463,-0.3247756063938141,0.9999929666519165,0.5650075078010559,0.22750087082386017,-0.057172250002622604,0.9994447231292725,0.3759884834289551,0.2280445545911789,-0.22912035882472992,0.9994819164276123,0.6430582404136658,0.2228354960680008,-0.6926767230033875,0.9354745745658875,0.3819742798805237,0.22742152214050293,-0.9003868103027344,0.9837266802787781,0.6998922824859619,0.18760430812835693,-1.3313350677490234,0.9703078269958496,0.4160519540309906,0.18060573935508728,-1.3975002765655518,0.9784632325172424,0.7196060419082642,0.17126962542533875,-1.4656274318695068,0.954796314239502,0.43771153688430786,0.1578141748905182,-1.5210362672805786,0.9629007577896118,0.7071465253829956,0.16605596244335175,-1.455517292022705,0.9540055394172668,0.4443892240524292,0.15751591324806213,-1.494454264640808,0.9605425000190735,0.6980649828910828,0.17165955901145935,-1.3510597944259644,0.9503934383392334,0.4410567283630371,0.1664552390575409,-1.406454086303711,0.9529010057449341,0.5286210179328918,0.442807137966156,0.0435151569545269,0.9997801184654236,0.39883682131767273,0.4442606568336487,-0.04369165003299713,0.9997914433479309,0.5840234160423279,0.592221200466156,0.016086271032691002,0.9723520874977112,0.35034602880477905,0.5985730886459351,-0.07369007170200348,0.9947071075439453,0.6135109663009644,0.7443557977676392,0.17202264070510864,0.9718669652938843,0.3167002201080322,0.7450777888298035,0.06428240984678268,0.9892298579216003,0.5917155146598816,0.7656267285346985,0.17085982859134674,0.8680393099784851,0.3237053155899048,0.762475848197937,0.061649423092603683,0.7950612902641296,0.6626724004745483,0.7899553179740906,-0.08561880141496658,0.9607740044593811,0.3044106066226959,0.7951318025588989,-0.2180323749780655,0.9740153551101685
8,0.49380481243133545,0.14769984781742096,-0.46603140234947205,0.9999962449073792,0.5068130493164062,0.1344596892595291,-0.4166240990161896,0.9999977350234985,0.5144879221916199,0.13497334718704224,-0.4167310893535614,0.9999967813491821,0.5210604071617126,0.13558660447597504,-0.4167717397212982,0.9999975562095642,0.48255109786987305,0.13253651559352875,-0.431043803691864,0.9999963045120239,0.4719049632549286,0.1318458765745163,-0.43096575140953064,0.9999948740005493,0.4610402286052704,0.13091887533664703,-0.4308094382286072,0.9999951124191284,0.5233215093612671,0.14141544699668884,-0.1267966479063034,0.9999958276748657,0.44382116198539734,0.13606157898902893,-0.19396758079528809,0.9999936819076538,0.503950297832489,0.16288520395755768,-0.3598855435848236,0.9999943971633911,0.47096961736679077,0.16134586930274963,-0.37940818071365356,0.9999931454658508,0.5652952790260315,0.2274651974439621,-0.10167412459850311,0.9994421005249023,0.374490350484848,0.22800906002521515,-0.275905042886734,0.9994816780090332,0.6438381671905518,0.22275562584400177,-0.8148326277732849,0.9358256459236145,0.3792842924594879,0.22780361771583557,-1.0207561254501343,0.983446478843689,0.6998810172080994,0.1875896155834198,-1.518624186515808,0.969261646270752,0.41203781962394714,0.18373696506023407,-1.5954514741897583,0.9771935343742371,0.7194549441337585,0.17128171026706696,-1.6674153804779053,0.9536561965942383,0.4309271574020386,0.16271546483039856,-1.7291713953018188,0.9611214399337769,0.7071216702461243,0.16601797938346863,-1.6559826135635376,0.9529303908348083,0.43698298931121826,0.16184186935424805,-1.6976596117019653,0.9587408900260925,0.6980303525924683,0.1716279685497284,-1.54055655002594,0.949224054813385,0.4341813921928406,0.17012633383274078,-1.6043721437454224,0.9507877230644226,0.528739869594574,0.44279131293296814,0.0455780029296875,0.9997748136520386,0.398701936006546,0.44422850012779236,-0.04575265198945999,0.9997867941856384,0.5846030116081238,0.5924147963523865,0.03484439477324486,0.9725785851478577,0.3509141206741333,0.5983440279960632,-0.07333166152238846,0.9946660995483398,0.6135862469673157,0.744292140007019,0.23071661591529846,0.9718974828720093,0.3172023296356201,0.7454695701599121,0.0945197343826294,0.9891323447227478,0.5917975306510925,0.7655920386314392,0.23232047259807587,0.8672065734863281,0.323585569858551,0.7625150084495544,0.09455738961696625,0.7921449542045593,0.6625280976295471,0.7899104952812195,-0.03035746142268181,0.9604606628417969,0.30442267656326294,0.7956939935684204,-0.19550691545009613,0.9736544489860535
9,0.4937504231929779,0.14746883511543274,-0.4827934801578522,0.9999963045120239,0.5066896677017212,0.13441920280456543,-0.43194127082824707,0.9999977946281433,0.5143200159072876,0.13493022322654724,-0.432037353515625,0.9999968409538269,0.5210114121437073,0.13552303612232208,-0.43207618594169617,0.999997615814209,0.48247960209846497,0.13244566321372986,-0.44779297709465027,0.9999964237213135,0.47180911898612976,0.1317080408334732,-0.4477122724056244,0.9999949932098389,0.46090444922447205,0.13074520230293274,-0.4475560486316681,0.999995231628418,0.5232381820678711,0.14137277007102966,-0.13495709002017975,0.9999960064888,0.44336095452308655,0.13598987460136414,-0.20817607641220093,0.9999939799308777,0.5039291977882385,0.1627928465604782,-0.37385818362236023,0.9999946355819702,0.4707927405834198,0.16115234792232513,-0.395235538482666,0.9999934434890747,0.5653010606765747,0.22724226117134094,-0.10567953437566757,0.9994446039199829,0.37302064895629883,0.227698415517807,-0.2962439954280853,0.9994926452636719,0.6445590853691101,0.2227143943309784,-0.8328697085380554,0.9366381764411926,0.3784845471382141,0.22747191786766052,-1.0600941181182861,0.9835399985313416,0.703314483165741,0.1865781545639038,-1.5574076175689697,0.968726396560669,0.41205015778541565,0.1834716647863388,-1.6382840871810913,0.9765840172767639,0.7230947017669678,0.17010070383548737,-1.7088063955307007,0.9531685709953308,0.42988428473472595,0.16318388283252716,-1.773577332496643,0.9601835608482361,0.7093774080276489,0.16504380106925964,-1.6964750289916992,0.9525142908096313,0.4360429048538208,0.16170886158943176,-1.7391159534454346,0.9577829837799072,0.7002143263816833,0.17070934176445007,-1.5799119472503662,0.9487029910087585,0.433404803276062,0.1703651398420334,-1.6457377672195435,0.9495626091957092,0.5287258625030518,0.44309625029563904,0.049626171588897705,0.9997701644897461,0.39846572279930115,0.4445008635520935,-0.049808014184236526,0.9997843503952026,0.5851156711578369,0.5927335619926453,0.04449041560292244,0.9725893139839172,0.351242333650589,0.5982204675674438,-0.07535798102617264,0.9945950508117676,0.6137024164199829,0.744522213935852,0.2538304030895233,0.9715441465377808,0.3171652555465698,0.7463587522506714,0.10230744630098343,0.9889214634895325,0.5919464230537415,0.7656899690628052,0.2561706006526947,0.8649142980575562,0.3233426511287689,0.7631226778030396,0.10308081656694412,0.78828364610672,0.6625955104827881,0.7901577949523926,-0.009949014522135258,0.9596919417381287,0.30442652106285095,0.7962971329689026,-0.191994309425354,0.9731110334396362
